"MONTH_ID","PROV_ID","USER_ID","SERVICE_TYPE","STDEV_CDR_NUM","VAR_CDR_NUM","STDEV_CALLING_CDR_NUM","VAR_CALLING_CDR_NUM","STDEV_CALL_DURATION","VAR_CALL_DURATION","STDEV_CALLING_DURATION","VAR_CALLING_DURATION","STDEV_MOBILE_TIME","VAR_MOBILE_TIME","STDEV_CALLING_MOBILE_TIME","VAR_CALLING_MOBILE_TIME","CALL_DAYS","CALLING_DAYS","CALLED_DAYS","LAST_CALL_TIME","LAST_CALLING_TIME","CALL_DURA_LAST7","CALL_DURA_FIRST20","CALL_DURA_FIRST7","CALL_DURA_LAST20","CALL_RING","CALLING_RING","CALLED_RING","UNICOM_MOBILE_RING","OTHER_MOBILE_RING","UNICOM_FX_RING","OTHER_FX_RING","VALID_CALL_RING","VALID_UNICOM_MOBILE_RING","VALID_OTHER_MOBILE_RING","VALID_UNICOM_FX_RING","VALID_OTHER_FX_RING","CELLID_NUM","CALLING_CELLID_NUM","CALLED_CELLID_NUM","BUSY_CALL_RING","BUSY_CELLID_NUM","BUSY_CALL_DURA","BUSY_CDR_NUM","BUSY_MOBILE_TIME","EASY_CALL_RING","EASY_CELLID_NUM","EASY_CALL_DURA","EASY_CDR_NUM","EASY_MOBILE_TIME","BUSY_CALLING_RING","BUSY_CALLING_CELLID_NUM","BUSY_CALLING_DURA","BUSY_CALLING_CDR_NUM","BUSY_CALLING_MOBILE_TIME","EASY_CALLING_RING","EASY_CALLING_CELLID_NUM","EASY_CALLING_DURA","EASY_CALLING_CDR_NUM","EASY_CALLING_MOBILE_TIME","CALLING_MOBILE_PHONE_CDR","CALLING_TELE_PHONE_CDR","CALLING_UNICOM_PHONE_CDR","CALLING_FX_CDR","CALLING_MOBILE_PHONE_DURA","CALLING_TELE_PHONE_DURA","CALLING_UNICOM_PHONE_DURA","CALLING_FX_DURA","CALLED_MOBILE_PHONE_CDR","CALLED_TELE_PHONE_CDR","CALLED_UNICOM_PHONE_CDR","CALLED_FX_CDR","CALLED_MOBILE_PHONE_DURA","CALLED_TELE_PHONE_DURA","CALLED_UNICOM_PHONE_DURA","CALLED_FX_DURA","LOCAL_CALLING_MOBILE_CDR","LOCAL_CALLING_TELE_CDR","LOCAL_CALLING_UNICOM_CDR","LOCAL_CALLING_FX_CDR","LOCAL_CALLING_MOBILE_DURA","LOCAL_CALLING_TELE_DURA","LOCAL_CALLING_UNICOM_DURA","LOCAL_CALLING_FX_DURA"
"201508","079","1143892","30AAAAAA","6.099648","0.875692","3.110337","0.821599","528.160064","1.115073","399.860008","1.524728","11.693266","1.018332","7.878688","1.23242","29","28","27","20150831175418","20150831175418","4061","9675","5645","10338","60","28","32","0","29","0","28","8","0","0","0","8","57","35","33","53","48","10951","163","268","23","15","2785","39","65","25","31","6766","93","162","9","7","577","13","17","0","0","0","106","0","0","0","7343","54","36","0","0","3950","2272","0","0","0","0","0","78","0","0","0","4545"
"201508","079","200067553","30AAAAAA","3.03315","0.60663","2.033322","0.677774","279.388572","0.906635","126.200513","0.800708","6.019435","0.76003","3.36951","0.787678","25","18","23","20150826142859","20150825215202","762","6942","2063","5791","27","14","22","2","17","0","7","3","0","3","0","0","20","8","18","23","19","4687","74","118","12","4","3017","51","80","8","8","1625","31","43","9","2","1212","23","34","6","43","2","3","533","1841","106","357","18","44","1","7","1558","2166","32","1014","5","42","0","3","304","1809","0","357"
"201508","079","1091708","30AAAAAA","11.474988","0.612263","8.229917","0.78743","645.558392","0.721841","382.603323","0.887113","15.562234","0.611444","10.604909","0.797942","31","31","31","20150831230443","20150831230443","12846","14878","3900","24117","121","65","87","17","83","0","4","14","0","13","0","0","26","16","21","102","16","19083","481","593","34","18","8641","100","196","58","10","10160","289","342","14","11","3210","35","70","261","28","10","1","10191","1583","620","260","190","20","27","4","9089","956","3568","57","237","26","4","0","8401","1161","148","0"
"201508","079","1160330","30AAAAAA","10.723757","0.412965","5.717964","0.500726","862.639306","0.656741","709.362861","1.027342","18.841858","0.521516","13.510854","0.758762","31","31","30","20150831231053","20150831231053","12385","28334","8410","34544","116","91","77","13","97","0","1","24","2","22","0","0","115","71","96","104","110","26152","572","747","62","36","14567","233","373","81","64","12325","249","341","43","23","9080","105","211","289","33","25","0","17332","1441","2398","0","335","42","65","1","14931","1812","2146","238","247","31","24","0","11356","1241","1020","0"
"201508","079","1144686","30AAAAAA","6.823629","0.479666","3.616358","0.562128","1255.301443","0.773614","947.213618","0.984937","22.496895","0.646942","16.657722","0.851332","31","30","30","20150831200052","20150831200052","15874","34428","12446","38060","93","58","67","10","81","0","1","15","3","12","0","0","24","18","16","76","21","35618","310","760","42","10","14684","131","318","50","16","21321","141","431","25","7","7530","52","156","100","43","49","0","19611","6657","2561","0","107","49","90","1","11860","5490","4028","45","56","32","46","0","2399","1614","1472","0"
"201508","079","1143769","30AAAAAA","14.352628","0.786098","6.635289","0.911959","620.163076","0.686683","345.154989","0.917208","17.514971","0.700599","8.794332","0.87341","31","29","30","20150831195640","20150831161118","7866","20131","8570","21658","118","68","96","19","92","0","5","17","2","14","0","1","137","78","112","106","110","22309","442","607","41","51","5688","124","168","62","65","9153","171","240","22","24","1760","40","52","112","62","30","7","6079","2548","1574","712","196","116","39","2","9836","5229","1948","42","80","36","8","7","4167","1452","327","712"
"201508","079","200060593","30AAAAAA","6.157996","0.582006","3.180325","0.60471","623.095548","0.794013","468.540766","0.986325","12.288841","0.642418","8.849417","0.80721","31","27","30","20150831164149","20150831164149","5293","19034","6224","19103","88","36","80","7","69","0","5","9","3","5","0","0","47","28","35","68","42","11731","221","317","44","16","12596","107","276","26","25","5577","90","143","21","12","7249","52","153","60","4","67","2","5462","1683","5041","410","116","12","42","5","7166","1373","2627","128","42","1","36","0","2522","71","631","0"
"201508","079","1036086","30AAAAAA","7.082684","0.401395","4.192059","0.406106","719.788444","0.465106","482.048175","0.574905","14.786866","0.420544","9.434919","0.481849","31","31","31","20150831204327","20150831204327","11875","36100","8748","39857","89","72","46","12","60","0","3","23","4","15","0","1","12","10","8","74","8","24839","382","622","42","8","23136","165","468","60","3","13054","225","342","34","8","12939","95","265","182","68","35","6","9563","12235","2425","848","148","65","9","2","11504","9554","519","283","143","9","29","0","5324","438","1121","0"
"201508","079","1062797","30AAAAAA","12.189281","0.919386","7.029594","0.955108","856.518451","0.77895","526.379745","0.794799","19.58014","0.789316","11.896711","0.8082","31","25","31","20150831234622","20150831234622","15790","18297","5640","28698","108","54","85","3","100","0","7","12","1","11","0","1","74","52","55","73","61","16490","221","380","62","41","17597","190","389","30","42","7433","93","170","34","27","9124","91","198","127","37","11","15","11386","3279","848","1234","206","13","8","5","15609","1146","775","161","41","8","4","12","3821","244","124","844"
"201508","079","200057921","30AAAAAA","4.130585","0.864541","1.930905","0.695126","288.318882","0.884414","91.718706","0.711611","6.214281","0.798979","2.314741","0.672022","9","9","6","20150811125139","20150811125139","0","2934","2658","818","9","7","5","2","7","0","0","2","0","2","0","0","7","7","4","5","5","1267","23","32","7","3","1667","20","38","5","5","866","16","22","5","3","294","9","9","4","19","2","0","207","884","69","0","5","13","0","0","1193","581","0","0","2","19","1","0","161","884","48","0"
"201508","079","1059516","30AAAAAA","8.115837","0.895341","3.878756","0.928716","597.628363","1.032403","322.368246","1.112291","14.056967","0.964084","7.322083","1.003834","31","17","31","20150831135755","20150831131412","4740","13205","3243","14720","99","34","85","6","68","0","4","4","0","4","0","0","83","34","72","75","56","9653","154","244","46","43","8292","127","208","21","20","2584","34","64","17","20","2343","37","60","34","35","2","0","2506","2096","325","0","81","90","7","5","5124","5504","416","177","29","28","0","0","2174","1845","0","0"
"201508","079","1101147","30AAAAAA","2.05947","0.422805","1.605143","0.407864","504.721642","0.532407","511.834384","0.594866","8.777158","0.483289","8.750918","0.538251","31","31","17","20150831223325","20150831223325","8395","20993","5918","24337","12","9","10","3","9","0","0","4","0","4","0","0","19","17","9","10","13","9124","72","188","7","11","20264","79","375","8","11","7300","53","149","5","11","19373","69","355","110","10","2","0","25547","960","166","0","21","5","3","0","2240","371","104","0","10","0","2","0","762","0","166","0"
"201508","079","200056434","30AAAAAA","0","0","0.5","0.5","93.411277","1.182421","97.783349","0.674368","1.527525","0.763763","1.892969","0.63099","6","3","3","20150827125251","20150816085854","6","468","29","470","6","3","3","0","3","0","3","0","0","0","0","0","6","3","3","3","3","39","3","3","3","3","435","3","9","0","0","0","0","0","3","3","435","3","9","0","3","0","0","0","435","0","0","0","0","0","3","0","0","0","39","0","2","0","0","0","276","0","0"
"201508","079","200063732","30AAAAAA","11.304783","0.461116","7.214565","0.531239","1582.710521","0.60333","1185.931044","0.792495","30.667835","0.54764","22.435153","0.706081","31","31","31","20150831215236","20150831210216","23879","57443","12642","70784","119","92","89","18","98","0","3","36","4","31","0","0","182","136","121","91","105","49916","468","1068","80","122","31406","292","668","65","78","28399","254","600","59","87","17991","167","385","276","66","59","3","26238","8665","8226","429","222","68","35","2","19303","8063","4448","153","130","24","34","1","12088","1798","2657","142"
"201508","079","1163663","30AAAAAA","10.332757","0.558041","5.788862","0.657343","729.375747","0.631106","453.742729","0.79505","17.372278","0.589858","10.266379","0.713582","31","31","31","20150831213847","20150831213847","3414","32413","12859","24571","103","61","77","12","71","0","19","15","3","11","0","1","129","76","87","93","98","21313","377","559","37","58","14514","197","354","54","61","10084","173","259","26","31","7608","100","187","159","72","32","10","8820","5186","1870","1816","122","139","21","15","6840","8716","1276","1078","102","35","8","9","4111","1961","390","1174"
"201508","079","1071698","30AAAAAA","5.371331","0.6967","2.73186","0.682965","1024.114947","0.89041","462.363388","0.940651","18.88417","0.822204","8.878882","0.884728","31","28","31","20150831141942","20150831140532","5635","30020","15206","21248","47","32","37","10","31","0","5","9","4","5","0","0","41","24","28","41","30","22504","163","455","26","23","13151","76","257","26","17","7527","75","159","20","16","6236","37","122","45","11","52","4","9304","822","2389","1248","61","27","30","7","11163","7949","1697","1057","9","5","45","1","724","299","1716","16"
"201508","079","1173482","30AAAAAA","8.369833","0.45361","4.822122","0.547567","766.703761","0.894334","717.16832","1.438048","14.53361","0.581344","12.432628","0.917646","31","31","31","20150831211035","20150831211035","5384","21192","5994","21796","97","70","72","9","76","0","3","21","2","19","0","1","82","62","55","77","54","11941","328","395","61","51","14635","244","380","55","38","5923","163","198","44","37","9537","110","222","195","53","19","11","12135","2633","607","218","204","70","11","15","7063","2806","703","692","158","45","15","11","5235","1752","432","218"
"201508","079","1069142","30AAAAAA","6.899909","0.685568","5.21125","0.831582","1345.401578","0.606424","1117.476678","0.867045","24.786035","0.585646","20.519071","0.827382","31","30","29","20150831200841","20150831135027","21590","47186","11369","59109","63","45","42","5","50","0","5","17","1","14","0","1","58","45","28","48","33","42026","189","802","40","35","26750","123","510","31","25","21733","107","420","30","29","16932","81","324","129","34","9","9","31765","4224","404","1767","86","26","7","4","25467","3962","358","222","83","27","9","9","6148","1955","404","1767"
"201508","079","200061130","30AAAAAA","12.54395","0.446968","4.184357","0.52744","1342.114953","0.757843","881.886372","1.351826","27.119768","0.599225","15.277387","1.011747","31","30","31","20150831201731","20150831201731","6857","48043","21492","36196","69","38","61","17","47","0","5","10","2","8","0","0","40","25","36","65","35","28598","639","837","40","20","26302","231","566","30","24","6421","161","196","21","12","13150","77","257","56","37","144","1","11683","1626","6251","11","226","66","334","6","19475","1856","13534","464","12","7","142","1","425","801","5931","11"
"201508","079","200066088","30AAAAAA","4.398258","0.624889","2.960289","0.777076","1000.234023","0.82954","480.163029","0.847418","18.105583","0.762958","9.108566","0.793692","26","21","25","20150831212107","20150831212107","10617","20733","1474","29876","31","20","21","3","23","0","1","6","0","6","0","0","30","25","19","23","24","16275","102","323","19","17","15075","81","294","17","21","7001","52","145","12","11","4898","28","96","35","43","1","0","4014","7843","17","0","28","56","14","2","4547","12059","2409","191","24","30","1","0","2993","3615","17","0"
"201508","079","1040046","30AAAAAA","3.938391","0.547489","2.042728","0.680909","165.075614","0.579016","147.605508","1.089786","4.702159","0.509675","3.150739","0.780458","31","27","30","20150831215022","20150831174815","3221","5617","2347","6586","58","35","38","10","42","0","3","6","1","3","0","0","27","14","21","46","27","6293","170","216","32","8","2545","53","70","29","14","2716","61","83","13","5","941","20","26","42","14","14","1","1997","605","518","88","65","26","46","4","1639","1674","1554","300","34","10","12","0","1105","347","505","0"
"201508","079","200062212","30AAAAAA","8.6","0.651515","5.223744","0.696499","726.894798","0.637655","564.119356","0.750991","15.612175","0.614653","11.642165","0.717668","20","18","19","20150830164954","20150830164954","118","22681","8052","16657","60","48","40","3","54","0","3","10","1","9","0","0","38","25","33","53","27","14972","192","348","31","21","7827","72","160","43","19","8999","101","201","20","12","4522","34","91","109","15","8","3","11992","718","545","266","99","19","8","3","7521","1032","443","282","72","9","5","0","6208","499","390","0"
"201508","079","200058993","30AAAAAA","4.12728","0.831394","1.679331","0.671732","785.080045","1.290113","425.393491","1.255858","14.818761","1.149378","7.384744","1.061859","28","22","22","20150831200611","20150831151426","9478","7561","2203","14857","30","15","26","2","24","0","4","6","0","6","0","0","19","11","14","26","16","13509","117","290","10","5","3530","22","71","14","10","5998","46","124","4","2","1454","9","29","43","12","0","0","6095","1357","0","0","52","24","3","5","5234","3367","806","180","40","9","0","0","6003","871","0","0"
"201508","079","1036735","30AAAAAA","6.007973","0.669954","3.296326","0.735334","1585.405433","1.038248","1350.895902","1.364636","28.154509","0.937476","23.236288","1.245568","31","29","30","20150831102914","20150831102914","11134","36203","8169","40739","111","64","78","10","78","0","22","9","1","7","0","1","81","58","46","96","65","37730","214","738","32","33","9607","64","193","58","47","22933","103","430","15","20","5775","27","111","90","20","8","12","23176","3322","824","1386","86","22","15","24","14095","1721","1282","1515","49","16","6","11","14547","2017","505","1371"
"201508","079","1183534","30AAAAAA","1.40153","0.560612","0.589015","0.441761","277.421188","0.832204","110.242428","0.441558","5.0875","0.749737","2.153545","0.430709","14","3","13","20150831093354","20150830143555","3014","1653","81","4586","20","4","18","0","19","0","0","0","0","0","0","0","17","2","16","17","10","3377","24","66","8","8","1290","11","29","3","2","622","3","12","1","1","127","1","3","3","1","0","0","557","192","0","0","25","5","0","0","3005","878","0","0","3","1","0","0","557","192","0","0"
"201508","079","1035977","30AAAAAA","8.74735","0.672873","3.461998","0.707028","947.393937","0.805762","423.100503","0.906465","19.29302","0.736556","8.244444","0.799628","31","29","31","20150831220534","20150831131411","8041","28408","12718","28007","98","64","80","10","84","0","2","11","0","10","0","0","106","47","79","84","75","26577","288","590","47","46","9872","115","222","54","35","10323","104","224","25","19","3213","38","75","110","19","7","3","10669","1227","624","979","209","30","9","7","17943","3541","622","1034","96","15","6","2","9692","900","512","580"
"201508","079","1167867","30AAAAAA","4.061955","0.251841","3.243821","0.266733","282.34664","0.43324","244.915322","0.513484","6.459189","0.329334","5.458766","0.376886","31","31","31","20150831194646","20150831193851","7398","12805","3235","17491","47","42","32","5","42","0","0","25","3","22","0","0","19","15","9","43","13","17115","424","514","25","9","3088","76","94","40","9","12762","337","395","17","7","2024","40","54","257","100","20","0","9727","4372","687","0","62","32","29","0","2954","1376","1087","0","212","33","12","0","7283","1158","445","0"
"201508","079","1079554","30AAAAAA","5.580738","0.565369","3.605407","0.702352","426.796147","0.703273","265.47252","0.913532","9.76562","0.621631","6.126825","0.795692","31","30","31","20150831203107","20150831203107","7984","10829","3569","15884","45","34","38","5","36","0","1","11","2","8","0","0","66","40","43","43","54","14194","222","359","26","24","4619","84","128","31","33","6495","110","168","18","15","2223","44","63","108","9","32","0","5796","610","2087","0","114","6","28","1","7506","643","1859","18","42","9","20","0","2689","610","961","0"
"201508","079","1040114","30AAAAAA","4.928416","0.618546","3.324929","0.733055","660.865708","0.749281","525.744615","0.967586","13.358422","0.70547","10.170145","0.892677","31","28","29","20150831204555","20150831204459","9097","18245","5507","22383","53","33","40","6","39","0","6","12","1","11","0","0","41","31","29","46","32","17607","171","382","26","19","9735","76","205","26","23","8585","78","182","19","15","6629","49","137","86","27","13","0","11976","2223","979","0","69","28","13","9","8729","1851","1415","44","59","16","0","0","6562","1200","0","0"
"201508","079","1039636","30AAAAAA","4.682422","0.620321","3.104158","0.659939","1237.00018","1.070697","703.388101","1.009648","22.076068","0.949179","12.496576","0.88096","31","27","31","20150831174230","20150830172013","10535","25280","2147","34251","86","49","56","14","31","0","33","6","5","0","0","1","88","49","61","70","76","19384","158","411","29","28","16431","76","310","33","39","9306","74","198","24","20","9504","53","185","13","7","73","30","2029","1413","8109","4379","16","20","46","15","2559","2562","6408","1103","4","0","52","30","646","0","4978","4379"
"201508","079","1042084","30AAAAAA","5.21845","0.708387","3.490304","0.906137","897.503624","1.05921","791.620631","1.346548","16.869071","0.938909","14.655488","1.256185","30","27","28","20150831204358","20150831144744","5286","20134","7127","22728","61","38","43","4","54","0","1","5","0","4","0","1","29","20","21","46","22","16386","142","348","33","13","9034","79","191","27","17","10060","59","195","17","7","5813","45","120","81","3","7","9","12555","343","500","2198","77","31","9","0","6222","2764","561","0","33","3","7","9","1601","343","500","2198"
"201508","079","200056206","30AAAAAA","6.038551","0.370683","4.079593","0.440653","801.327687","0.506766","736.533253","0.713115","14.490228","0.413625","12.778754","0.576625","31","31","29","20150831175639","20150831175639","10742","38277","13561","37551","75","57","52","30","32","0","14","16","9","7","0","0","85","57","64","66","65","32100","401","751","32","39","16919","104","335","49","48","19918","231","456","18","23","12100","56","231","96","22","166","4","17828","1269","12790","176","55","22","125","16","4525","1420","9805","1251","15","19","73","3","1445","1176","3681","143"
"201508","079","1036191","30AAAAAA","6.489405","0.504189","4.45021","0.660079","958.359302","0.734738","881.597074","1.0078","17.595761","0.622681","15.4288","0.863344","31","31","30","20150831222628","20150831222628","12122","28313","10252","30658","67","50","49","5","57","0","4","17","1","16","0","0","56","43","37","54","44","16618","234","397","42","31","23817","165","479","41","37","10233","125","233","28","19","16885","84","321","169","27","13","0","25087","1343","688","0","142","29","14","4","9686","2391","659","549","141","27","5","0","10261","1343","361","0"
"201508","079","1089707","30AAAAAA","1.870433","0.631575","1.247483","0.623741","84.376902","0.796009","56.975249","0.798532","2.257466","0.64499","1.449342","0.630149","26","20","19","20150831211235","20150831211235","848","1908","702","2175","27","15","18","6","16","0","1","4","1","3","0","0","14","10","8","25","9","1656","51","58","7","9","1100","26","33","13","6","733","24","26","6","6","694","16","20","20","10","9","0","943","175","253","0","17","10","5","1","855","219","163","12","11","10","4","0","306","175","96","0"
"201508","079","1137651","30AAAAAA","3.252518","0.87818","1.83324","0.760124","386.612814","0.839922","254.04731","0.86915","7.626752","0.795067","4.921886","0.81235","27","17","24","20150831210050","20150829210636","1996","10432","6021","6821","18","9","16","0","12","0","4","5","0","5","0","0","22","11","16","14","17","8615","76","184","9","9","3813","24","75","8","9","4393","34","90","4","4","576","7","13","26","13","0","0","2650","2276","0","0","28","21","0","6","3290","3041","0","540","21","13","0","0","2412","2276","0","0"
"201508","079","1120610","30AAAAAA","20.247359","0.601407","10.807199","0.582544","2094.303155","0.688825","1375.145988","0.809731","44.034595","0.643467","26.922213","0.706556","30","29","29","20150831204000","20150831164649","9857","81355","25753","69018","127","102","88","7","116","0","6","29","2","27","0","1","106","76","83","103","78","53681","605","1223","84","57","37531","405","830","77","63","28868","328","657","61","34","20382","210","448","373","100","64","6","36896","9868","2455","621","305","94","63","10","25229","13772","2406","582","223","84","14","4","19855","8478","778","346"
"201508","079","1131703","30AAAAAA","7.967415","0.307201","4.931371","0.54403","1842.428821","0.654114","1068.890576","1.02381","31.98442","0.52994","19.267383","0.869416","31","31","31","20150831231523","20150831231523","22242","65075","22982","66148","198","97","178","15","172","0","5","15","2","13","0","0","77","51","62","164","62","55720","555","1217","106","37","31597","249","654","72","40","22008","199","470","44","20","10357","82","217","225","35","17","0","28338","1946","1922","0","421","55","30","6","43831","5594","2058","424","174","28","10","0","15847","1552","898","0"
"201508","079","1118077","30AAAAAA","11.780158","0.457625","4.560382","0.479171","1240.289817","0.523215","457.085417","0.58353","25.214873","0.476913","9.86348","0.551139","31","29","31","20150831185605","20150831185605","14932","58554","19655","57294","138","91","110","13","119","0","2","28","3","25","0","0","121","65","103","122","106","53624","552","1181","71","50","19862","246","458","72","56","14913","179","341","47","29","7803","97","178","213","35","28","0","17761","2966","1989","0","396","73","44","3","37753","9811","3008","31","157","26","19","0","12230","1832","1349","0"
"201508","079","1067914","30AAAAAA","5.402624","0.314224","3.165895","0.601119","582.327636","0.372209","371.448813","0.783482","12.28342","0.35488","7.446794","0.695962","31","30","31","20150831201036","20150831174542","11409","37091","12760","36927","69","38","59","4","61","0","4","9","1","8","0","0","53","34","39","48","38","26050","305","588","50","31","22450","228","485","30","23","7756","93","177","21","19","6467","65","144","96","24","36","3","10198","2647","1311","95","269","47","56","17","24833","4899","4438","1398","53","12","0","1","1990","615","0","28"
"201508","079","200062509","30AAAAAA","0.866025","0.34641","0.433013","0.34641","182.978141","0.875493","91.48907","0.875493","3.316625","0.663325","1.658312","0.663325","4","4","4","20150828114220","20150828114220","40","796","426","410","1","1","1","0","1","0","0","1","0","1","0","0","1","1","1","1","1","482","8","14","1","1","354","2","6","1","1","241","4","7","1","1","177","1","3","0","5","0","0","0","418","0","0","0","5","0","0","0","418","0","0","0","5","0","0","0","418","0","0"
"201508","079","1038507","30AAAAAA","1.715608","0.554273","1.570707","0.706818","841.506071","1.230443","849.38507","1.179247","14.479166","1.126157","14.662182","1.12786","21","18","15","20150826093348","20150826093348","3333","11029","5387","11749","16","15","8","5","11","0","1","5","3","2","0","0","7","7","4","16","7","5732","47","119","6","4","8630","18","151","14","7","4467","26","87","5","4","8498","14","147","17","4","19","0","6489","297","6179","0","9","7","9","1","744","300","353","50","4","4","10","0","394","297","397","0"
"201508","079","1184246","30AAAAAA","20.420199","0.572714","12.040163","0.573341","2616.412397","0.53819","1772.792088","0.581999","53.16235","0.580244","34.241188","0.603277","29","29","25","20150831230905","20150831230905","42773","83626","34783","96595","207","153","138","34","127","0","38","42","16","21","0","5","346","249","178","173","257","89688","711","1872","107","141","36711","323","785","128","176","55278","406","1138","77","109","23919","203","508","207","39","284","74","32939","6420","23656","15969","179","23","181","35","21469","3260","15824","4696","115","21","156","33","18122","2307","10020","8013"
"201508","079","1165008","30AAAAAA","2.427258","0.799567","1.34913","0.651304","689.055486","1.201417","612.834399","1.001363","12.097605","1.10697","10.594569","0.950795","28","14","26","20150831191902","20150831191902","4349","11710","3352","12855","37","19","28","5","31","0","1","1","0","1","0","0","16","7","14","25","10","6755","40","131","20","11","9304","45","175","11","5","3841","14","71","12","6","4727","15","85","27","0","2","0","6954","0","1614","0","46","1","8","1","6530","338","414","209","11","0","1","0","847","0","49","0"
"201508","079","200059255","30AAAAAA","21.287059","0.521316","12.402957","0.539259","1711.630824","0.49038","1192.142504","0.525984","38.746684","0.485345","25.046623","0.500932","12","12","12","20150812135132","20150812132041","0","41885","24481","19507","97","82","59","6","90","0","0","22","1","21","0","0","38","35","25","66","30","20190","265","475","67","28","21695","225","483","52","23","11674","134","262","56","24","15524","142","338","166","95","15","0","18253","8191","754","0","105","62","45","0","7495","5165","1923","0","93","67","6","0","10448","5913","307","0"
"201508","079","1142250","30AAAAAA","3.973455","0.562099","2.988683","0.747171","469.800104","0.73752","297.046456","0.88844","9.373857","0.655041","6.323051","0.826127","29","26","29","20150831184827","20150831183606","6369","12104","2463","16161","50","33","34","3","45","0","2","10","0","10","0","0","39","30","21","39","32","11979","151","281","23","14","6494","54","134","24","26","6634","79","152","15","9","2059","25","47","100","2","2","0","8537","126","30","0","85","9","5","2","8782","500","335","163","65","1","2","0","2470","25","30","0"
"201508","079","1108439","30AAAAAA","13.958687","0.533563","9.262278","0.646205","1361.403933","0.564173","794.019701","0.644601","28.346232","0.531599","16.841614","0.608001","31","30","31","20150831203902","20150831200701","14851","59955","14656","61161","183","119","135","17","139","0","16","34","6","26","0","0","45","26","35","145","23","48159","526","1057","89","30","26647","285","596","95","14","22300","290","511","56","18","14654","140","320","308","34","61","2","27074","3769","4782","446","256","43","53","21","24104","4922","4890","3692","243","23","26","0","15021","1950","1685","0"
"201508","079","1042878","30AAAAAA","9.704264","0.364645","3.616933","0.514172","715.700732","0.388239","390.441989","0.682221","16.861312","0.376586","8.095296","0.609776","31","29","31","20150831212805","20150831212805","13420","43727","13484","46389","169","80","142","24","130","0","9","15","2","12","0","1","95","31","80","145","60","39432","588","969","86","53","17715","237","419","57","18","11423","133","261","42","17","5174","71","124","119","35","33","15","9615","3177","1820","1923","424","76","93","18","28199","4732","5611","1304","101","22","24","14","7503","1413","1049","1909"
"201508","079","1066028","30AAAAAA","3.443917","0.631724","2.241413","0.775874","535.448392","0.959086","453.399983","1.265433","10.019128","0.830463","8.284735","1.107366","31","27","30","20150831141525","20150831113649","4721","12586","4762","12822","40","27","26","5","28","0","6","6","2","4","0","0","12","7","10","27","7","7083","94","161","29","9","10224","75","213","19","4","2631","40","64","20","5","7043","38","138","46","4","26","2","5907","157","3477","133","65","1","18","6","6763","16","655","172","19","3","19","2","1272","88","1359","133"
"201508","079","1099108","30AAAAAA","4.561932","0.632347","3.042849","0.869385","371.254506","1.003778","255.318716","1.305371","8.237545","0.823754","5.741342","1.137924","28","22","27","20150831210156","20150831202539","1760","8596","2336","8617","53","27","42","0","49","0","2","7","0","7","0","0","75","39","57","37","43","3974","86","113","32","49","6382","116","167","14","11","823","19","22","21","35","3480","58","89","70","6","0","0","3912","294","0","0","109","13","0","2","5211","780","0","16","61","6","0","0","2858","294","0","0"
"201508","079","1037058","30AAAAAA","9.147422","0.515582","6.317806","0.657221","918.582664","0.668436","736.959017","0.846797","19.350376","0.596877","14.998231","0.764712","31","31","31","20150831203624","20150831203624","9904","32697","9282","34156","80","58","57","14","62","0","2","24","4","20","0","0","104","65","68","58","77","17427","285","441","58","49","25174","265","564","38","47","8813","137","218","50","28","18166","161","390","233","33","30","0","22548","1644","2741","0","202","27","17","4","11650","2696","955","204","152","17","20","0","9651","720","947","0"
"201508","079","1171837","30AAAAAA","3.376846","0.661679","2.05281","0.674057","297.49223","0.945766","238.207476","0.990093","6.520433","0.818583","5.031648","0.88557","29","22","28","20150830181405","20150830181405","1575","7547","338","8823","17","12","11","1","11","0","1","4","0","4","0","0","19","13","14","12","15","4592","83","122","9","10","4530","65","109","9","8","2513","38","63","6","8","2780","29","62","62","1","0","0","5080","27","0","0","71","0","1","2","3367","0","47","9","6","0","0","0","211","0","0","0"
"201508","079","1064634","30AAAAAA","5.971838","0.387295","4.590856","0.48906","2319.910511","0.729339","2240.894936","0.808818","39.551308","0.647013","38.394171","0.750927","31","31","31","20150831224023","20150831224023","36071","62535","16079","85897","58","46","44","9","45","0","3","18","3","15","0","0","63","41","46","43","46","35136","230","705","45","36","63470","248","1190","31","23","28913","123","547","39","27","56975","168","1038","180","73","37","1","35285","46118","4088","397","143","4","36","2","9035","692","2806","117","127","1","28","0","6701","149","1732","0"
"201508","079","200057742","30AAAAAA","5.701562","0.495094","4.788557","0.703532","2276.901973","1.469244","2155.9566","1.972688","37.545754","1.179249","35.725104","1.648033","31","31","31","20150831221024","20150831125340","26365","21676","6773","42295","42","33","29","6","27","0","4","9","1","7","0","1","23","19","16","37","14","15213","186","349","25","18","32828","171","638","27","12","9747","111","216","19","13","24133","100","456","166","14","18","7","28143","889","1637","3026","100","16","27","1","12415","822","898","11","107","14","16","4","5616","889","519","128"
