"MONTH_ID","PROV_ID","USER_ID","SERVICE_TYPE","STDEV_CDR_NUM","VAR_CDR_NUM","STDEV_CALLING_CDR_NUM","VAR_CALLING_CDR_NUM","STDEV_CALL_DURATION","VAR_CALL_DURATION","STDEV_CALLING_DURATION","VAR_CALLING_DURATION","STDEV_MOBILE_TIME","VAR_MOBILE_TIME","STDEV_CALLING_MOBILE_TIME","VAR_CALLING_MOBILE_TIME","CALL_DAYS","CALLING_DAYS","CALLED_DAYS","LAST_CALL_TIME","LAST_CALLING_TIME","CALL_DURA_LAST7","CALL_DURA_FIRST20","CALL_DURA_FIRST7","CALL_DURA_LAST20","CALL_RING","CALLING_RING","CALLED_RING","UNICOM_MOBILE_RING","OTHER_MOBILE_RING","UNICOM_FX_RING","OTHER_FX_RING","VALID_CALL_RING","VALID_UNICOM_MOBILE_RING","VALID_OTHER_MOBILE_RING","VALID_UNICOM_FX_RING","VALID_OTHER_FX_RING","CELLID_NUM","CALLING_CELLID_NUM","CALLED_CELLID_NUM","BUSY_CALL_RING","BUSY_CELLID_NUM","BUSY_CALL_DURA","BUSY_CDR_NUM","BUSY_MOBILE_TIME","EASY_CALL_RING","EASY_CELLID_NUM","EASY_CALL_DURA","EASY_CDR_NUM","EASY_MOBILE_TIME","BUSY_CALLING_RING","BUSY_CALLING_CELLID_NUM","BUSY_CALLING_DURA","BUSY_CALLING_CDR_NUM","BUSY_CALLING_MOBILE_TIME","EASY_CALLING_RING","EASY_CALLING_CELLID_NUM","EASY_CALLING_DURA","EASY_CALLING_CDR_NUM","EASY_CALLING_MOBILE_TIME","CALLING_MOBILE_PHONE_CDR","CALLING_TELE_PHONE_CDR","CALLING_UNICOM_PHONE_CDR","CALLING_FX_CDR","CALLING_MOBILE_PHONE_DURA","CALLING_TELE_PHONE_DURA","CALLING_UNICOM_PHONE_DURA","CALLING_FX_DURA","CALLED_MOBILE_PHONE_CDR","CALLED_TELE_PHONE_CDR","CALLED_UNICOM_PHONE_CDR","CALLED_FX_CDR","CALLED_MOBILE_PHONE_DURA","CALLED_TELE_PHONE_DURA","CALLED_UNICOM_PHONE_DURA","CALLED_FX_DURA","LOCAL_CALLING_MOBILE_CDR","LOCAL_CALLING_TELE_CDR","LOCAL_CALLING_UNICOM_CDR","LOCAL_CALLING_FX_CDR","LOCAL_CALLING_MOBILE_DURA","LOCAL_CALLING_TELE_DURA","LOCAL_CALLING_UNICOM_DURA","LOCAL_CALLING_FX_DURA","OTHER_KEFU_CDR"
"201508","079","7915040132532992","40AAAAAA","8.625681","0.904305","4.509195","0.847593","995.766696","1.086352","686.270596","1.088489","20.305944","1.003716","13.495781","1.022408","26","25","23","20150827100442","20150827100442","23832","0","1404","22856","40","30","23","7","31","0","5","7","2","5","0","0","1","1","1","30","1","9581","144","234","21","1","14251","104","292","21","1","0","76","143","18","1","15762","57","187","69","9","55","3","6319","1131","8312","529","60","5","48","4","3117","348","4551","168","39","7","53","3","2317","1036","8199","529","0"
"201508","079","7915033132452100","40AAAAAA","6.121764","0.883891","4.87118","0.999216","620.592531","0.801953","469.312976","0.894782","12.756988","0.78104","10.078703","0.911069","27","16","26","20150830230205","20150830222749","20894","0","8486","12649","41","29","29","2","36","0","8","6","1","4","0","2","1","1","1","23","1","7420","63","157","35","1","13474","124","284","12","1","0","16","38","28","1","8392","62","139","44","18","4","22","5318","1302","509","1976","71","17","19","14","8556","1733","2183","1213","24","8","4","17","2621","742","509","1822","0"
"201508","079","7915040132540027","40AAAAAA","0.5","0.333333","0","0","38","0.481013","0","0","1","0.5","0","0","2","0","2","20150802204053","0","158","0","158","0","3","0","3","1","2","0","0","0","0","0","0","0","1","0","1","1","1","10","1","1","2","1","148","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","117","0","41","0","0","0","0","0","0","0","0","0","0"
"201508","079","7915032732257814","40AAAAAA","4.737874","0.530231","3.115201","0.648129","1460.501914","0.993299","1061.295751","1.008187","25.44873","0.867888","18.859412","0.942971","31","31","30","20150831233451","20150831123828","45581","0","17661","36243","21","17","15","4","17","0","1","8","2","6","0","0","1","1","1","17","1","31892","166","619","14","1","13689","111","290","14","1","0","103","463","11","1","32633","46","157","98","1","50","0","28558","121","3954","0","41","7","80","4","7939","281","4728","73","15","1","46","0","579","121","1977","0","0"
"201508","079","7915032732264918","40AAAAAA","4.356859","0.848739","2.57682","0.823151","708.492058","1.131897","202.015302","0.811448","13.614576","1.039281","4.738026","0.813243","30","23","27","20150831140145","20150830205145","18778","0","6867","13491","26","17","20","3","21","0","3","5","0","5","0","0","1","1","1","15","1","6265","76","144","20","1","12513","78","249","10","1","0","34","62","13","1","5726","38","72","69","0","3","0","5505","0","221","0","71","2","3","8","9454","368","496","3102","42","0","0","0","2770","0","0","0","0"
"201508","079","7915032332074928","40AAAAAA","3.765501","0.914981","1.849756","0.767823","224.206692","0.882303","110.693537","0.759594","5.714743","0.911554","2.752352","0.766478","26","22","17","20150830000342","20150830000244","6607","0","2638","4795","15","14","11","9","6","0","1","5","4","1","0","1","1","1","1","9","1","4248","68","106","13","1","2359","39","57","8","1","0","35","53","11","1","3206","18","26","5","13","35","13","256","616","2334","616","6","7","41","7","243","327","2831","327","3","13","35","13","209","616","2334","616","0"
"201508","079","7915032832289959","40AAAAAA","5.180686","0.717326","4.807402","0.801234","911.813334","0.813877","880.748055","0.831243","17.527404","0.76576","16.868409","0.79903","9","9","7","20150821214035","20150821214035","10083","0","0","10083","25","23","10","10","15","0","2","4","2","2","0","1","1","1","1","15","1","2718","19","56","17","1","7365","46","150","14","1","0","18","55","16","1","9536","36","135","22","9","23","7","4444","1725","3367","1616","5","2","4","1","345","80","122","65","0","0","13","0","0","0","1009","0","0"
"201508","079","7915032532163126","40AAAAAA","2.342838","0.702851","1.622412","0.662676","894.215992","0.815444","555.251744","0.673426","16.002257","0.7935","9.877022","0.650986","30","29","16","20150831123513","20150831123513","32898","0","4635","29657","20","14","12","4","15","0","2","3","0","3","0","0","1","1","1","14","1","26115","68","475","11","1","6783","32","130","12","1","0","61","415","6","1","23911","10","25","47","18","6","1","16005","7672","234","6","20","3","5","3","6794","1530","634","1234","6","0","3","0","455","0","154","0","0"
"201508","079","7915031531702732","40AAAAAA","6.50735","1.270967","3.488037","1.035511","937.8559","1.221994","699.539099","0.928873","18.83639","1.216821","13.046624","0.914708","25","19","19","20150829145240","20150826150829","19187","0","8183","11352","33","22","26","3","27","0","7","3","0","3","0","0","1","1","1","27","1","10559","62","209","22","1","8628","66","178","20","1","0","35","157","10","1","14309","29","114","51","9","3","4","9510","3793","913","289","47","9","4","10","2770","944","618","1304","28","4","0","1","2012","2348","0","89","0"
"201508","079","7915031731807091","40AAAAAA","6.817374","0.475988","4.831608","0.534796","967.76068","0.611608","754.841824","0.659688","19.118558","0.556503","14.588707","0.606121","31","29","31","20150831232926","20150831232926","49052","0","10861","41544","71","65","40","6","63","0","18","24","3","20","0","7","1","1","1","46","1","18823","215","436","50","1","30229","229","629","41","1","0","121","271","42","1","33183","141","427","125","92","41","89","15866","15351","1825","12480","83","45","52","46","7881","5910","2057","5907","37","48","32","46","3157","6611","1083","3779","0"
"201508","079","7915031731815631","40AAAAAA","7.093729","0.541047","3.431877","0.428985","644.689723","0.6089","367.660169","0.552319","14.399931","0.586423","7.197393","0.466018","9","9","9","20150831190133","20150831190133","9529","0","0","9529","33","27","17","4","28","0","4","4","0","4","0","0","1","1","1","23","1","5485","76","133","19","1","4044","42","88","15","1","0","46","73","16","1","5991","26","66","60","8","4","3","3696","1649","646","971","40","3","2","2","2592","235","705","65","58","7","4","2","3371","1580","646","902","0"
"201508","079","7915031731820882","40AAAAAA","6.283288","0.624301","3.038429","0.58743","626.423578","0.696126","527.613031","0.975069","12.626632","0.622298","9.289202","0.787681","31","29","30","20150831191324","20150831191324","27896","0","8149","20088","65","40","48","13","48","0","12","9","1","7","0","3","1","1","1","33","1","12526","140","281","53","1","15370","172","348","21","1","0","70","177","33","1","15692","80","165","81","32","28","38","9099","4172","1975","4453","96","32","25","36","7948","2452","1299","1963","76","32","28","38","8931","4172","1975","4453","0"
"201508","079","7915032131964075","40AAAAAA","8.402839","0.437795","6.627286","0.624795","1328.042725","0.531842","1169.134085","0.700485","25.734375","0.504596","22.162441","0.673777","31","28","31","20150831225354","20150831225354","77409","0","23762","54297","62","54","34","14","44","0","4","13","4","9","0","0","1","1","1","51","1","41927","318","858","39","1","35482","277","723","42","1","0","167","490","31","1","46733","130","431","107","11","175","3","23857","1115","21267","170","105","13","178","5","12200","699","17724","239","106","11","175","3","23810","1115","21267","170","0"
"201508","079","7915032131983120","40AAAAAA","2.006908","0.922093","1.032349","0.442435","389.286367","1.358069","70.190941","0.454801","6.972512","1.1973","1.74697","0.476446","17","3","17","20150831201048","20150816090109","4873","0","1152","3721","19","5","15","4","14","0","7","0","0","0","0","0","1","1","1","13","1","4191","24","82","10","1","682","13","17","4","1","0","5","8","2","1","463","2","3","6","0","1","0","413","0","50","0","6","10","13","10","1258","1971","1115","2005","6","0","1","0","413","0","50","0","0"
"201508","079","7915032131989067","40AAAAAA","2.370885","0.665511","0","0","737.266817","1.004964","0","0","12.893797","0.920985","0","0","16","0","16","20150829223435","0","11738","0","0","11738","17","0","17","3","14","0","5","0","0","0","0","0","1","0","1","7","1","2931","18","59","14","1","8807","39","165","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33","21","3","10","7738","3720","280","954","0","0","0","0","0","0","0","0","0"
"201508","079","7915032131991987","40AAAAAA","4.361957","0.908741","2.015496","0.80027","535.023747","0.874651","324.158056","0.961048","10.477701","0.835987","5.837142","0.851907","30","27","25","20150831220250","20150831210730","18351","0","4026","14571","41","29","22","4","36","0","6","4","0","4","0","0","1","1","1","26","1","9510","83","197","27","1","8841","61","179","17","1","0","38","95","20","1","9107","30","90","57","9","2","4","8342","649","116","473","55","8","12","3","7855","833","499","518","57","8","2","4","8342","622","116","473","0"
"201508","079","7915031331641256","40AAAAAA","2.938472","0.652994","1.601128","0.61134","548.690766","0.77339","417.519896","0.915232","10.253589","0.716649","7.439798","0.826644","26","21","26","20150830230722","20150830125003","18446","0","4039","14436","22","14","17","6","15","0","2","6","1","5","0","1","1","1","1","17","1","9560","66","195","12","1","8886","51","177","12","1","0","32","102","9","1","9580","23","87","33","13","8","6","6764","1981","813","735","38","13","8","9","4953","2626","853","2076","10","10","8","6","323","1096","813","735","0"
"201508","079","7915031031522211","40AAAAAA","9.999584","0.606628","5.843074","0.73344","1687.832459","0.585423","944.596632","0.816842","32.451934","0.569655","17.92376","0.765973","31","30","30","20150831213720","20150831191238","89376","0","21052","73477","61","52","49","9","48","0","10","20","2","18","0","3","1","1","1","53","1","40713","299","840","40","1","48663","212","926","45","1","0","144","361","30","1","34692","95","341","168","47","23","35","19902","10484","4268","8509","194","20","55","16","41974","3848","8809","3047","96","22","23","11","10141","3799","4268","2194","0"
"201508","079","7915041533025294","40AAAAAA","8.174359","0.565141","4.775976","0.694687","1864.724402","1.216304","1395.521577","1.40271","33.752173","1.020584","24.408513","1.210339","28","24","27","20150831225442","20150831225442","42927","0","24834","23651","72","47","57","11","58","0","7","10","1","9","0","0","1","1","1","51","1","12264","186","300","48","1","30663","219","626","31","1","0","79","143","29","1","23877","86","341","135","17","10","5","21515","897","1406","153","187","18","33","4","16476","742","1757","116","123","16","9","5","20771","855","1093","153","1"
"201508","079","7915041833144491","40AAAAAA","7.573005","0.730985","4.758151","0.786129","1736.030645","1.155505","956.472708","1.262626","31.014938","1.014887","17.391768","1.094184","25","19","25","20150831232057","20150831142231","37560","0","2042","35518","54","30","43","9","44","0","13","9","1","8","0","2","1","1","1","38","1","10771","104","233","36","1","26789","155","531","23","1","0","46","95","19","1","14393","69","207","82","25","8","25","11953","1909","531","1909","97","36","10","34","13874","8803","486","4408","71","25","8","25","7553","1909","531","1909","0"
"201508","079","7915041833150319","40AAAAAA","6.119277","0.586512","3.361382","0.718463","1264.182976","0.55758","782.613471","0.787309","23.835105","0.548774","14.131486","0.734103","30","28","30","20150831223958","20150831200334","68018","0","10909","60263","37","25","29","5","32","0","15","11","1","10","0","4","1","1","1","29","1","30237","158","594","27","1","37781","155","709","20","1","0","74","303","17","1","27833","57","236","78","43","10","43","20663","6530","640","6530","94","69","19","68","23276","15578","1331","14670","64","43","10","43","19136","6530","640","6530","0"
"201508","079","7915041833150831","40AAAAAA","6.765928","1.014889","5.370243","0.914084","1336.218046","0.984685","1084.73111","0.850686","25.212186","0.965573","20.488479","0.840553","9","8","5","20150830173559","20150830173559","12213","0","0","12213","13","13","8","1","12","0","5","2","0","2","0","0","1","1","1","11","1","7935","34","150","9","1","4278","26","85","10","1","0","30","142","7","1","10201","17","53","37","9","1","9","7189","2881","131","2881","6","6","1","6","1243","613","156","613","36","9","1","9","7179","2881","131","2881","0"
