"TAC","MODEL_ID","MANU_ID","MODEL_NAME","MANU_NAME"
"86357502","M103796","C10741","K-TOUCH KIS 7","天语                                  "
"86499002","M105174","C10428","NOAIN M11","微兴                                      "
"86662402","M100061","C10035","2014915","小米                                        "
"35535505","M130618","C10385","GALAXYSDUOSGT-S7562","三星                            "
"86205900","M124498","C10125","DT700E(ET)","大唐                                     "
"86462500","M135054","C10537","GUOLITONGGD356","国力通                               "
"01359800","M112489","C10135","A1387","苹果                                          "
"01326500","M109613","C10135","IPHONE4(A1332)","苹果                                 "
"01327600","M109613","C10135","IPHONE4(A1332)","苹果                                 "
"86694602","M109482","C10150","PLK-AL10","华为                                       "
"35395207","M109498","C10385","SM-A8000","三星                                       "
"35995006","M109499","C10385","SM-J5008","三星                                       "
"86875200","M115546","C10787","ATL9999","知己迅联                                    "
"86879101","M119737","C10925","C8715M","ACT                                          "
"86023303","M189468","C14794","H88","宏润                                            "
"35479504","M133355","C10385","GT-I9000","三星                                       "
"35586306","M123035","C11424","D500,T999,T888,E1203","ZHT                            "
"35543907","M189397","C10135","A1723","苹果                                          "
"35442406","M177902","C10135","IPAD(A1567)","苹果                                    "
"35991205","M102515","C10385","GT-I9082C","三星                                      "
"35842505","M102519","C10385","GT-I9118","三星                                       "
"86999801","M105756","C10012","QIANGZHE P5","强者                                    "
"99000086","M177920","C10135","IPHONE4S(A1387)","苹果                                "
"99000103","M177920","C10135","IPHONE4S(A1387)","苹果                                "
"86559900","M168398","C10363","U9P99","东铁通讯                                      "
"35802105","M162415","C10385","SM-N900","三星                                        "
"35257107","M162455","C10385","SM-N9200","三星                                       "
"35379908","M181391","C10135","IPHONE6S(A1688)","苹果                                "
"86167001","MC00187","C10332","夏新 N89","夏新                                       "
"35705304","M161437","C10385","SHW-M110S","三星                                      "
"35935304","MC00393","C10825","LT18I","索尼爱立信                                    "
"01264500","MC00045","C10135","A1332","苹果                                          "
"01285000","MC00045","C10135","A1332","苹果                                          "
"01285100","MC00045","C10135","A1332","苹果                                          "
"01296100","MC00045","C10135","A1332","苹果                                          "
"01284400","MC00045","C10135","A1332","苹果                                          "
"01265800","MC00045","C10135","A1332","苹果                                          "
"01295700","MC00045","C10135","A1332","苹果                                          "
"01254600","MC00045","C10135","A1332","苹果                                          "
"86996300","MC00129","C10235","U555","欧珀                                           "
"01360200","MC00046","C10135","A1431","苹果                                          "
"35334507","M179619","C10135","A1700","苹果                                          "
"86183703","M190626","C10129","VIVO XPLAY5A","维沃                                   "
"86976502","M190626","C10129","VIVO XPLAY5A","维沃                                   "
"86783502","M179724","C10772","G666","恒语                                           "
"86768802","M179726","C14499","GM520","铂云                                          "
"86079900","M179506","C10252","VOGOM6","沃歌                                         "
"86833201","M104446","C10231","LENOVO A278T","联想                                   "
"35819505","M106171","C10385","SM-G3508","三星                                       "
"86868600","M106511","C10322","T-SMART D18","天迈                                    "
"86706401","M100019","C10035","2012061","小米                                        "
"86262002","M100023","C10035","2013012","小米                                        "
"86347202","M100024","C10035","2013021","小米                                        "
"86431202","M100025","C10035","2013022","小米                                        "
"86067102","M100025","C10035","2013022","小米                                        "
"86542402","M100028","C10035","2013029","小米                                        "
"86031102","M100030","C10035","2013061","小米                                        "
"86679602","M108894","C10129","VIVO Y23L","维沃                                      "
"86431902","M108936","C10569","WEIIMI M5","唯米                                      "
"86031502","M101775","C10232","DXUAN G5","榬u                                       "
"86113602","M101805","C10263","E689","欧怡                                           "
"86323002","M104454","C10231","LENOVO A308T","联想                                   "
"86244302","M104456","C10231","LENOVO A318T","联想                                   "
"86088202","M104492","C10231","LENOVO A398T","联想                                   "
"86337702","M104516","C10231","LENOVO A628T","联想                                   "
"86352502","M104525","C10231","LENOVO A670T","联想                                   "
"86541101","M104540","C10231","LENOVO A750","联想                                    "
"86526602","M104547","C10231","LENOVO A768T","联想                                   "
"86417802","M104622","C10231","LENOVO S810T","联想                                   "
"86218602","M104637","C10231","LENOVO S898T","联想                                   "
"86557902","M106790","C10564","TCL P306C","TCL                                       "
"86502701","M106795","C10564","TCL P500M","TCL                                       "
"86492502","M104712","C10028","M111","米图                                           "
"86054800","M104719","C10125","M28","大唐                                            "
"86653602","M104740","C10038","M465M","魅族                                          "
"35296606","M106180","C10385","SM-G3568V","三星                                      "
"35801606","M106185","C10385","SM-G3608","三星                                       "
"86365402","M102738","C10150","H30-T10","华为                                        "
"86701902","M101074","C10267","CYM1","天宏                                           "
"86420500","M176813","C10722","CALLBARF688","闻讯                                    "
"86879302","M183381","C14651","U7","悠唐                                             "
"86937801","M104139","C10394","KXD I9300","优友                                      "
"35858405","M106224","C10385","SM-N9008V","三星                                      "
"35712805","M106225","C10385","SM-N9009","三星                                       "
"86365502","M103390","C10150","HUAWEI Y511-T00","华为                                "
"86774200","M103391","C10150","HUAWEI Y511-U00","华为                                "
"86599402","M104259","C10725","LA4-L","电意                                          "
"86460102","M105562","C10150","PE-TL10","华为                                        "
"86559902","M106352","C10312","SUNVAN S8888","尚锋                                   "
"86902302","M183373","C14496","SS1-03","IVVI                                         "
"35819805","M102509","C10385","GT-I8552","三星                                       "
"35340206","M102509","C10385","GT-I8552","三星                                       "
"35979705","M102510","C10385","GT-I8558","三星                                       "
"35579305","M102523","C10385","GT-I9128V","三星                                      "
"86832000","M174490","C10505","YOORDP500","优尔得                                    "
"99000105","M177920","C10135","IPHONE4S(A1387)","苹果                                "
"01306900","M177920","C10135","IPHONE4S(A1387)","苹果                                "
"99000265","M177920","C10135","IPHONE4S(A1387)","苹果                                "
"35909205","M162415","C10385","SM-N900","三星                                        "
"86795402","M179684","C10333","COOLPAD 5721","酷派                                   "
"01328000","MC00045","C10135","A1332","苹果                                          "
"01296500","MC00045","C10135","A1332","苹果                                          "
"01254800","MC00045","C10135","A1332","苹果                                          "
"01315200","MC00046","C10135","A1431","苹果                                          "
"01360700","MC00046","C10135","A1431","苹果                                          "
"35884804","MC00253","C10385","GT-I9100","三星                                       "
"35451505","M161382","C10385","SHV-E250L","三星                                      "
"86963402","M179608","C10035","2015561","小米                                        "
"35187005","MC00393","C10825","LT18I","索尼爱立信                                    "
"86762002","M179890","C10235","OPPO R7 PLUSM","欧珀                                  "
"86998902","M190492","C10150","VIE-AL10","华为                                       "
"01284000","MC00045","C10135","A1332","苹果                                          "
"01284900","MC00045","C10135","A1332","苹果                                          "
"86695002","M108895","C10129","VIVO Y27","维沃                                       "
"86508202","M108937","C10569","WEIIMI M8","唯米                                      "
"86111302","M104454","C10231","LENOVO A308T","联想                                   "
"86552902","M104467","C10231","LENOVO A355E","联想                                   "
"86600102","M100030","C10035","2013061","小米                                        "
"86363702","M100030","C10035","2013061","小米                                        "
"86336002","M100031","C10035","2013062","小米                                        "
"86640102","M100039","C10035","2014021","小米                                        "
"86533502","M100046","C10035","2014501","小米                                        "
"86799002","M100058","C10035","2014910","小米                                        "
"86536802","M104575","C10231","LENOVO A916","联想                                    "
"86592001","M104603","C10231","LENOVO P700I","联想                                   "
"86605802","M104608","C10231","LENOVO S60-T","联想                                   "
"86814601","M104616","C10231","LENOVO S696","联想                                    "
"86579502","M104629","C10231","LENOVO S858T","联想                                   "
"86538602","M106808","C10564","TCL P688L","TCL                                       "
"35536905","M102576","C10385","GT-S7562","三星                                       "
"35402605","M102580","C10385","GT-S7568","三星                                       "
"35819705","M102583","C10385","GT-S7898","三星                                       "
"35810304","M143487","C10732","LG-E730","LG                                          "
"86843401","M100967","C10392","COLMEI F108","威酷                                    "
"86703202","M104738","C10038","M463U","魅族                                          "
"35909005","M106176","C10385","SM-G3518","三星                                       "
"35501606","M106186","C10385","SM-G3609","三星                                       "
"86937301","M104142","C10394","KXD N7100","优友                                      "
"35340506","M106197","C10385","SM-G7106","三星                                       "
"35392506","M106202","C10385","SM-G7508Q","三星                                      "
"35663706","M106203","C10385","SM-G7509","三星                                       "
"35220306","M106218","C10385","SM-N7508V","三星                                      "
"35755505","M106220","C10385","SM-N9002","三星                                       "
"35944105","M106220","C10385","SM-N9002","三星                                       "
"35778405","M106221","C10385","SM-N9006","三星                                       "
"86739201","M102108","C10388","F-FOOK F633","福中福                                  "
"86867902","M183313","C10035","2015811","小米                                        "
"86406202","M104248","C10725","LA2-L","电意                                          "
"35814804","M144469","C10825","LT15I","索尼爱立信                                    "
"35573500","M161573","C10831","SIM600","晨兴                                         "
"86990602","M181895","C10150","HUAWEI NXT-AL10","华为                                "
"86091401","M164506","C10242","SUNUPYZ500","三普                                     "
"35327007","M154741","C10135","PT2049","苹果                                         "
"01346900","M100136","C10135","A1429","苹果                                          "
"01335400","M100136","C10135","A1429","苹果                                          "
"86702102","M103596","C10574","IPH8","爱派尔                                         "
"35444106","M100140","C10135","A1524","苹果                                          "
"86070502","M103813","C10741","K-TOUCH S5","天语                                     "
"86676902","M105217","C14484","NX511J","努比亚                                       "
"35202406","M100144","C10135","A1530","苹果                                          "
"35695806","M100148","C10135","A1586","苹果                                          "
"35931606","M100148","C10135","A1586","苹果                                          "
"35246506","M103162","C10336","HTC D516W","宏达                                      "
"86380902","M108821","C10267","SKYHON T18","天宏                                     "
"86657801","M108838","C10129","VIVO S12","维沃                                       "
"86807702","M103235","C10150","HUAWEI ALE-CL00","华为                                "
"35848903","M103274","C10150","HUAWEI G6-T00","华为                                  "
"86408502","M103284","C10150","HUAWEI G620-L75","华为                                "
"86451302","M103299","C10150","HUAWEI G730-L075","华为                               "
"86416402","M105356","C10041","OKA5","欧奇                                           "
"86617702","M105382","C10235","OPPO 3007","欧珀                                      "
"35179406","M102530","C10385","GT-I9168I","三星                                      "
"35316305","M102535","C10385","GT-I9300","三星                                       "
"35707005","M102535","C10385","GT-I9300","三星                                       "
"35231505","M102535","C10385","GT-I9300","三星                                       "
"35978905","M102538","C10385","GT-I9308I","三星                                      "
"86529901","M107909","C10512","ZDR-W1","中德瑞                                       "
"86572102","M108097","C10199","ZTE S2002","中兴                                      "
"35713105","M106084","C10385","SCH-P709","三星                                       "
"35569906","M106155","C10385","SM-A3000","三星                                       "
"35709206","M106159","C10385","SM-A7000","三星                                       "
"35988106","M106159","C10385","SM-A7000","三星                                       "
"86486102","M104413","C10088","LT66","盟宝                                           "
"86958501","M108124","C10199","ZTE U817","中兴                                       "
"86366402","M105422","C10235","OPPO R819T","欧珀                                     "
"86451402","M109106","C10501","凯利通 T2","凯利通                                    "
"86564402","M101325","C10333","COOLPAD 8076D","酷派                                  "
"86767201","M101341","C10333","COOLPAD 8190","酷派                                   "
"86354802","M101347","C10333","COOLPAD 8295C","酷派                                  "
"86628802","M101351","C10333","COOLPAD 8297-T01","酷派                               "
"86483602","M101363","C10333","COOLPAD 8675-W00","酷派                               "
"86926502","M101374","C10333","COOLPAD 8712","酷派                                   "
"86457301","M103349","C10150","HUAWEI T8951","华为                                   "
"86563600","M157043","C10510","RSD-CT168","荣事达                                    "
"35523603","M110155","C10529","1661-2,1661","诺基亚                                  "
"99000441","M163594","C10385","SAMSUNGGALAXY(SCH-I535,SCH-I545,SCH-I435,SCH-S968,SM-",""
"86918202","M181957","C14552","NOAIN X9","诺亚信                                     "
"35734707","M182010","C10385","SM-J3109","三星                                       "
"35615200","M159748","C99001","SG342I","NOTKNOWN                                     "
"86086401","M165548","C10586","T6199","天时达                                        "
"86802902","M181825","C10035","2015617","小米                                        "
"99000287","M100136","C10135","A1429","苹果                                          "
"99000288","M100136","C10135","A1429","苹果                                          "
"99000274","M100136","C10135","A1429","苹果                                          "
"35466605","M102546","C10385","GT-N7100","三星                                       "
"35917105","M102570","C10385","GT-S7278","三星                                       "
"86664302","M104907","C10788","MLLED L1","蓝天智云                                   "
"99000275","M100136","C10135","A1429","苹果                                          "
"99000282","M100136","C10135","A1429","苹果                                          "
"99000224","M100136","C10135","A1429","苹果                                          "
"01347000","M100136","C10135","A1429","苹果                                          "
"01341500","M100136","C10135","A1429","苹果                                          "
"01340600","M100136","C10135","A1429","苹果                                          "
"86362302","M103612","C10627","IUSAI X2","博力信                                     "
"35444006","M100140","C10135","A1524","苹果                                          "
"86097502","M103828","C10741","K-TOUCH T619+","天语                                  "
"86584002","M107589","C10620","WP S2","沃普丰                                        "
"35203806","M100144","C10135","A1530","苹果                                          "
"35928206","M100148","C10135","A1586","苹果                                          "
"86089202","M103000","C10036","HS-T820","海信                                        "
"86698302","M108659","C10498","LEPHONE T2","百立丰                                   "
"86073001","M128189","C10150","F501VERF","华为                                       "
"86414601","M108774","C10331","NEWISH Y868","Ŧά                                    "
"86431802","M108858","C10129","VIVO X3T","维沃                                       "
"35960806","M103204","C10336","HTC M9W","宏达                                        "
"86049902","M103272","C10150","HUAWEI G525-U00","华为                                "
"35953305","M102524","C10385","GT-I9152","三星                                       "
"35579905","M102539","C10385","GT-I9500","三星                                       "
"86288701","M107962","C10800","ZL101","欧乐酷                                        "
"86621002","M108084","C10199","ZTE Q7","中兴                                         "
"86585202","M105399","C10235","OPPO R6007","欧珀                                     "
"86323501","M105415","C10235","OPPO R811","欧珀                                      "
"86317702","M105427","C10235","OPPO R821T","欧珀                                     "
"86513302","M101299","C10333","COOLPAD 7620L-W00","酷派                              "
"86084202","M101380","C10333","COOLPAD 8720Q","酷派                                  "
"86551802","M101424","C10333","COOLPAD Y70-C","酷派                                  "
"86423202","M103316","C10150","HUAWEI MT2-L01","华为                                 "
"86737602","M103321","C10150","HUAWEI MT7-TL00","华为                                "
"86046302","M103327","C10150","HUAWEI P6-T00","华为                                  "
"35162406","M106067","C10385","SCH-I679","三星                                       "
"86264200","M157065","C10510","RSD-W108","荣事达                                     "
"86365800","M148989","C10021","MT-C508","振华                                        "
"35421007","M182009","C10385","SM-G6000","三星                                       "
"35518403","M132735","C99001","GTMD878","NOTKNOWN                                    "
"86703000","M117302","C10558","BF318","贝尔丰                                        "
"86722702","M109375","C10333","COOLPAD 5263","酷派                                   "
"86736502","M109379","C10333","COOLPAD T2-W01","酷派                                 "
"86757002","M109459","C10038","M571U","魅族                                          "
"86702202","M109547","C10129","VIVO X5M","维沃                                       "
"35275101","M110489","C10529","2610","诺基亚                                         "
"99000289","M109611","C10135","IPAD(A1460)","苹果                                    "
"01326700","M109613","C10135","IPHONE4(A1332)","苹果                                 "
"01326800","M109613","C10135","IPHONE4(A1332)","苹果                                 "
"86122401","M131974","C10286","GOCANP66","国乾科技                                   "
"35172500","M120279","C14519","CECTC600","中电                                       "
"86146703","M188870","C10129","VIVO X6S A","维沃                                     "
"86995602","M191366","C10444","KDOOR X9","金豆子                                     "
"35189606","M133819","C10385","GT-S7275B","三星                                      "
"35674401","M122110","C10149","CHANGHONGA338","长虹                                  "
"35186705","M133480","C10385","GT-N8000","三星                                       "
"86598200","M138327","C10136","IMGI5","英迈                                          "
"35682905","M130613","C10385","GALAXYNOTE2GT-N7100","三星                            "
"86528300","M131613","C10537","GLT-88","国力通                                       "
"01388100","M112508","C10135","A1533","苹果                                          "
"86621902","M109435","C10318","KINGSUN-F1","广信                                     "
"35256307","M109575","C10385","SM-G9280","三星                                       "
"35834204","M133307","C10385","GT-I8150","三星                                       "
"86125903","M189378","C10235","OPPO R9 PLUSTM A","欧珀                               "
"86658100","M122764","C10403","D188","竞冠                                           "
"35534305","M138219","C10874","IM-A860K","PANTECH                                    "
"35350305","M130347","C10323","G65","联代                                            "
"86364901","M102432","C10101","GOWAY I600","国威                                     "
"86677302","M105655","C10144","PYK1","港米                                           "
"86503102","M107665","C10728","X3L","乐购天地                                        "
"86585302","M100635","C10170","BROR F1","铂锐                                        "
"35471105","M102505","C10385","GT-I8258","三星                                       "
"35651705","M102516","C10385","GT-I9082I","三星                                      "
"35706605","M102522","C10385","GT-I9128I","三星                                      "
"35579505","M102524","C10385","GT-I9152","三星                                       "
"35857404","M145513","C10703","M0C4D,XT615,XT685,MOTOLUXE","摩托罗拉                 "
"99000181","M177920","C10135","IPHONE4S(A1387)","苹果                                "
"99000102","M177920","C10135","IPHONE4S(A1387)","苹果                                "
"01304400","M177920","C10135","IPHONE4S(A1387)","苹果                                "
"99000268","M177920","C10135","IPHONE4S(A1387)","苹果                                "
"01318100","M177920","C10135","IPHONE4S(A1387)","苹果                                "
"99000188","M177920","C10135","IPHONE4S(A1387)","苹果                                "
"35200806","M177929","C10135","IPHONE5S(A1533)","苹果                                "
"86755602","M179615","C10333","8681-A01","酷派                                       "
"35344005","MC00393","C10825","LT18I","索尼爱立信                                    "
"86941002","M179894","C10235","OPPO R7SM","欧珀                                      "
"86027003","M179894","C10235","OPPO R7SM","欧珀                                      "
"86814502","M179916","C10150","SCL-TL00","华为                                       "
"01275100","MC00045","C10135","A1332","苹果                                          "
"01284500","MC00045","C10135","A1332","苹果                                          "
"01242600","MC00045","C10135","A1332","苹果                                          "
"01242800","MC00045","C10135","A1332","苹果                                          "
"01367700","MC00045","C10135","A1332","苹果                                          "
"01313100","MC00045","C10135","A1332","苹果                                          "
"01285200","MC00045","C10135","A1332","苹果                                          "
"01315300","MC00046","C10135","A1431","苹果                                          "
"01360000","MC00046","C10135","A1431","苹果                                          "
"35902104","MC00253","C10385","GT-I9100","三星                                       "
"86958800","M171323","C10731","W33","联隆鸿业                                        "
"35272405","M169413","C12836","V2","ELIYA                                            "
"35709606","M106157","C10385","SM-A5000","三星                                       "
"86023102","M101506","C10171","DB007","蝶变                                          "
"86682602","M101653","C10786","DOOV L3","朵唯                                        "
"86620102","M103973","C10444","KDOOR M7","金豆子                                     "
"35769806","M106164","C10385","SM-E7000","三星                                       "
"35769606","M106165","C10385","SM-E7009","三星                                       "
"86358302","M100023","C10035","2013012","小米                                        "
"86338802","M100025","C10035","2013022","小米                                        "
"86397002","M100030","C10035","2013061","小米                                        "
"86519902","M100039","C10035","2014021","小米                                        "
"86648602","M100041","C10035","2014112","小米                                        "
"86604802","M100054","C10035","2014811","小米                                        "
"86761402","M100055","C10035","2014812","小米                                        "
"86646902","M100059","C10035","2014911","小米                                        "
"86502402","M104454","C10231","LENOVO A308T","联想                                   "
"86232702","M104489","C10231","LENOVO A390T","联想                                   "
"86678802","M108514","C10573","IK 1501","爱讯达                                      "
"86558302","M104576","C10231","LENOVO A936","联想                                    "
"35849405","M102581","C10385","GT-S7568I","三星                                      "
"86596202","M100980","C10471","COMIO C2","卡美欧                                     "
"35437904","M168121","C10235","U521","欧珀                                           "
"86594302","M102717","C10772","H-1","恒语                                            "
"86834800","M177709","C10324","I8","爱果                                             "
"86896901","M101214","C10333","COOLPAD 5213","酷派                                   "
"86430702","M104859","C10156","MEEG 210","米歌                                       "
"86698102","M104183","C10055","L3","兰铂                                             "
"35210706","M106207","C10385","SM-G9008V","三星                                      "
"86135102","M102243","C10459","FEIGW A9","飞歌王                                     "
"35885103","M143021","C10498","LEPHONEE71,E66Y,W600,A10,K1","百立丰                  "
"35521806","M106231","C10385","SM-N9150","三星                                       "
"86316402","M106301","C10589","SOP-I6","兴华宝                                       "
"86709802","M104250","C10725","LA2-S","电意                                          "
"86372702","M103402","C10150","HUAWEI Y618-T00","华为                                "
"35223906","M100329","C10148","ASUS_T00F","华硕                                      "
"01268200","M144470","C10825","LT15I(AAD-3880097-BV)","索尼爱立信                    "
"86179201","M144543","C10415","LX180","蓝想                                          "
"86489702","M102349","C10199","GH700C","中兴                                         "
"86601302","M102454","C10534","GRSED E8000","金圣达                                  "
"86558602","M105563","C10150","PE-TL20","华为                                        "
"86401901","M105646","C10403","PULID T1","竞冠                                       "
"86949200","M105650","C10403","PULID T6","竞冠                                       "
"86801202","M166146","C10564","TCLP316L","TCL                                        "
"99000270","M177920","C10135","IPHONE4S(A1387)","苹果                                "
"01303000","M177920","C10135","IPHONE4S(A1387)","苹果                                "
"99000182","M177920","C10135","IPHONE4S(A1387)","苹果                                "
"01293700","M177920","C10135","IPHONE4S(A1387)","苹果                                "
"01300600","M177920","C10135","IPHONE4S(A1387)","苹果                                "
"01319500","M177920","C10135","IPHONE4S(A1387)","苹果                                "
"99000106","M177920","C10135","IPHONE4S(A1387)","苹果                                "
"01300300","M177920","C10135","IPHONE4S(A1387)","苹果                                "
"99000403","M177920","C10135","IPHONE4S(A1387)","苹果                                "
"99000108","M177920","C10135","IPHONE4S(A1387)","苹果                                "
"35272805","M179740","C10385","GT-I8150","三星                                       "
"35472205","M179749","C10385","GT-S5830I","三星                                      "
"01327700","MC00045","C10135","A1332","苹果                                          "
"01313000","MC00045","C10135","A1332","苹果                                          "
"01275800","MC00045","C10135","A1332","苹果                                          "
"01236800","MC00045","C10135","A1332","苹果                                          "
"01302500","MC00046","C10135","A1431","苹果                                          "
"01314200","MC00046","C10135","A1431","苹果                                          "
"01360400","MC00046","C10135","A1431","苹果                                          "
"01360300","MC00046","C10135","A1431","苹果                                          "
"86685602","M179768","C10150","HUAWEI RIO-AL00","华为                                "
"35927507","M189557","C10385","SM-J3119","三星                                       "
"35541307","M181391","C10135","IPHONE6S(A1688)","苹果                                "
"86951502","M179845","C10038","M57A","魅族                                           "
"35868004","MC00256","C10385","GT-S5368","三星                                       "
"35272705","MC00256","C10385","GT-S5368","三星                                       "
"35334707","M179619","C10135","A1700","苹果                                          "
"01254100","MC00045","C10135","A1332","苹果                                          "
"01296000","MC00045","C10135","A1332","苹果                                          "
"01366200","MC00045","C10135","A1332","苹果                                          "
"01284200","MC00045","C10135","A1332","苹果                                          "
"01274300","MC00045","C10135","A1332","苹果                                          "
"01253900","MC00045","C10135","A1332","苹果                                          "
"35709306","M106159","C10385","SM-A7000","三星                                       "
"35323207","M106159","C10385","SM-A7000","三星                                       "
"86853301","M101567","C10316","DF E212","帝锋                                        "
"86446102","M104390","C10120","LT 18","奥乐                                          "
"35978705","M106172","C10385","SM-G3508I","三星                                      "
"86521701","M107835","C10725","YUSUN T22","电意                                      "
"86518002","M108887","C10129","VIVO Y18L","维沃                                      "
"86899801","M104517","C10231","LENOVO A630","联想                                    "
"86295802","M104519","C10231","LENOVO A630T","联想                                   "
"86501902","M104552","C10231","LENOVO A788T","联想                                   "
"86814501","M104553","C10231","LENOVO A789","联想                                    "
"86971701","M107868","C10517","YOUPU U6","优普                                       "
"86480502","M100025","C10035","2013022","小米                                        "
"86541102","M100030","C10035","2013061","小米                                        "
"86696302","M100044","C10035","2014216","小米                                        "
"86672302","M100046","C10035","2014501","小米                                        "
"86653802","M100050","C10035","2014618","小米                                        "
"86620902","M108567","C10306","KOOBEE H2","酷比                                      "
"86956701","M104632","C10231","LENOVO S868T","联想                                   "
"86356302","M104638","C10231","LENOVO S898T+","联想                                  "
"86404102","M104658","C10426","LINGWIN K1","聆韵                                     "
"35382206","M102581","C10385","GT-S7568I","三星                                      "
"86618402","M104738","C10038","M463U","魅族                                          "
"35489806","M106196","C10385","SM-G5309W","三星                                      "
"86710202","M101166","C10150","CHE1-CL20","华为                                      "
"86477002","M101226","C10333","COOLPAD 5261","酷派                                   "
"86993701","M104853","C10156","MEEG 101","米歌                                       "
"86699102","M104862","C10156","MEEG 308","米歌                                       "
"86481102","M104067","C10423","KOPO L8","酷珀                                        "
"86471201","M104093","C10059","KS308","酷绅                                          "
"35477806","M106204","C10385","SM-G8508S","三星                                      "
"35965406","M106216","C10385","SM-G9250","三星                                       "
"35959606","M106216","C10385","SM-G9250","三星                                       "
"86425602","M103386","C10150","HUAWEI Y325-T00","华为                                "
"86180000","M103390","C10150","HUAWEI Y511-T00","华为                                "
"86236801","M164345","C10242","SUNUPCU999","三普                                     "
"86882802","M182086","C10129","VIVO Y35A","维沃                                      "
"35882304","M136842","C10336","HTCS510B","宏达                                       "
"86669301","M107142","C10790","U1203","优思                                          "
"01341400","M100136","C10135","A1429","苹果                                          "
"35538607","M100140","C10135","A1524","苹果                                          "
"35538007","M100140","C10135","A1524","苹果                                          "
"35877705","M100142","C10135","A1528","苹果                                          "
"35884105","M100144","C10135","A1530","苹果                                          "
"35925506","M100148","C10135","A1586","苹果                                          "
"86563101","M103014","C10036","HS-T958","海信                                        "
"35613105","M102526","C10385","GT-I9158","三星                                       "
"35652105","M102531","C10385","GT-I9200","三星                                       "
"86304601","M105873","C10510","RSD-W102","荣事达                                     "
"86468002","M107918","C10325","ZHUOMI A3","卓酷                                      "
"86672301","M108858","C10129","VIVO X3T","维沃                                       "
"86281402","M108877","C10129","VIVO Y11I T","维沃                                    "
"86287301","M100271","C10332","AMOI E800C","夏新                                     "
