"MONTH_ID","MANU_ID","MANU_NAME","MANU_ALIAS","MODEL_ID","MODEL_NAME","TAC","MODEL_PARAM_ID","MODEL_PARAM_NAME","SW_VERSION","OS_TYPE","IS_SMART","OS","VERSION","SUPPORTJ2ME","ISMOBILEEMAIL","MMS","ISWAP","ISGPRS","ISDM","ISAGPS","ISSUPL","ISGPS","ISDRM","ISHSDPA","ISHSUPA","MAINSCREENHEIGHT","MAINSCREENWIDTH","WAPBROWSERVERSION","INTERNETBROWSER","ISSUPPORTED","FILETYPES","DIGITALMUSICPLAYER","DIGITALMUSICFORMAT","ISSTREAMINGTV","IS_3G","ITEM_VALUE","LATESTRETAILPRICE","SCREENSIZE","CPUTYPE","LAUNCHDATE","ISWIFI","NET_TYPE","ISHSPA","TYPE_3G","BANDCLASS","IS_NFC","IS_BLUETOOTH","BAND_FREQUENCY","NETWORK_TYPE","UNICOM_4G","UNICOM_3G","UNICOM_2G","U_MIZE","T_MIZE","M_MIZE","ALL_MIZE","MIIT4G","MIIT3G","MIIT2G","NEW_TYPE","CREATE_TIME","UPDATE_TIME","IS_DUAL","IS_PJ","IS_UP","IS_SPECIAL","TAC_SOURCE","IS_SMART_NEW","IS_EDGE","SIM_TYPE","MAX_VIDEO_RESOLUTION","MAIN_CAMERA_PIXEL","AUX_CAMERA_PIXEL"
"201508","364","CKING","江西井冈山盛泰","856","A668","35682601","19290","Huayu_A668_DEFAULT","DEFAULT","0","0","0","-1","0","0","0","1","1","-1","0","-1","0","-1","0","0","320","240","2.0","-1","1","MP4","MP3","1","MP3","1","0","100000","780","-1","-1","200709","0","0","0","-1","bc","0","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"201508","364","CKING","江西井冈山盛泰","856","A668","35682601","19290","Huayu_A668_DEFAULT","DEFAULT","0","0","0","-1","0","0","0","1","1","-1","0","-1","0","-1","0","0","320","240","2.0","-1","1","MP4","MP3","1","MP3","1","0","100000","780","-1","-1","200709","0","0","0","-1","bc","0","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"201508","161","Nokia","诺基亚","739","7610","35707000","18935","Nokia_7610_DEFAULT","DEFAULT","02","1","Symbian S60","-1","1","1","1","1","1","-1","0","-1","0","1","0","0","176","208","2.0","XHTML","1","text/calendar","image/jpeg","audio/3gpp","audio/mpegurl","application/vnd.oma.dd+xml","image/x-wmf","application/vnd.wap.wmlc","application/java-archive","audio/x-rmf","text/vnd.wap.wml","audio/amr","audio/aac","","1","MIDI","AMR","WAV","AAC","MP3","1","0","100000","1580","-1","-1","200406","-1","0","0","-1","bcd","-1","1","","","","","","","","","",""
"201508","161","Nokia","诺基亚","739","7610","35707000","18935","Nokia_7610_DEFAULT","DEFAULT","02","1","Symbian S60","-1","1","1","1","1","1","-1","0","-1","0","1","0","0","176","208","2.0","XHTML","1","text/calendar","image/jpeg","audio/3gpp","audio/mpegurl","application/vnd.oma.dd+xml","image/x-wmf","application/vnd.wap.wmlc","application/java-archive","audio/x-rmf","text/vnd.wap.wml","audio/amr","audio/aac","","1","MIDI","AMR","WAV","AAC","MP3","1","0","100000","1580","-1","-1","200406","-1","0","0","-1","bcd","-1","1","","","","","","","","","",""
"201508","161","Nokia","诺基亚","739","7610","35707000","18935","Nokia_7610_DEFAULT","DEFAULT","02","1","Symbian S60","-1","1","1","1","1","1","-1","0","-1","0","1","0","0","176","208","2.0","XHTML","1","text/calendar","image/jpeg","audio/3gpp","audio/mpegurl","application/vnd.oma.dd+xml","image/x-wmf","application/vnd.wap.wmlc","application/java-archive","audio/x-rmf","text/vnd.wap.wml","audio/amr","audio/aac","","1","MIDI","AMR","WAV","AAC","MP3","1","0","100000","1580","-1","-1","200406","-1","0","0","-1","bcd","-1","1","","","","","","","","","",""
"201508","161","Nokia","诺基亚","739","7610","35707000","18935","Nokia_7610_DEFAULT","DEFAULT","02","1","Symbian S60","-1","1","1","1","1","1","-1","0","-1","0","1","0","0","176","208","2.0","XHTML","1","text/calendar","image/jpeg","audio/3gpp","audio/mpegurl","application/vnd.oma.dd+xml","image/x-wmf","application/vnd.wap.wmlc","application/java-archive","audio/x-rmf","text/vnd.wap.wml","audio/amr","audio/aac","","1","MIDI","AMR","WAV","AAC","MP3","1","0","100000","1580","-1","-1","200406","-1","0","0","-1","bcd","-1","1","","","","","","","","","",""
"201508","161","Nokia","诺基亚","739","7610","35227301","18935","Nokia_7610_DEFAULT","DEFAULT","02","1","Symbian S60","-1","1","1","1","1","1","-1","0","-1","0","1","0","0","176","208","2.0","XHTML","1","text/calendar","image/jpeg","audio/3gpp","audio/mpegurl","application/vnd.oma.dd+xml","image/x-wmf","application/vnd.wap.wmlc","application/java-archive","audio/x-rmf","text/vnd.wap.wml","audio/amr","audio/aac","","1","MIDI","AMR","WAV","AAC","MP3","1","0","100000","1580","-1","-1","200406","-1","0","0","-1","bcd","-1","1","","","","","","","","","",""
"201508","161","Nokia","诺基亚","739","7610","35227301","18935","Nokia_7610_DEFAULT","DEFAULT","02","1","Symbian S60","-1","1","1","1","1","1","-1","0","-1","0","1","0","0","176","208","2.0","XHTML","1","text/calendar","image/jpeg","audio/3gpp","audio/mpegurl","application/vnd.oma.dd+xml","image/x-wmf","application/vnd.wap.wmlc","application/java-archive","audio/x-rmf","text/vnd.wap.wml","audio/amr","audio/aac","","1","MIDI","AMR","WAV","AAC","MP3","1","0","100000","1580","-1","-1","200406","-1","0","0","-1","bcd","-1","1","","","","","","","","","",""
"201508","161","Nokia","诺基亚","739","7610","35227301","18935","Nokia_7610_DEFAULT","DEFAULT","02","1","Symbian S60","-1","1","1","1","1","1","-1","0","-1","0","1","0","0","176","208","2.0","XHTML","1","text/calendar","image/jpeg","audio/3gpp","audio/mpegurl","application/vnd.oma.dd+xml","image/x-wmf","application/vnd.wap.wmlc","application/java-archive","audio/x-rmf","text/vnd.wap.wml","audio/amr","audio/aac","","1","MIDI","AMR","WAV","AAC","MP3","1","0","100000","1580","-1","-1","200406","-1","0","0","-1","bcd","-1","1","","","","","","","","","",""
"201508","161","Nokia","诺基亚","739","7610","35227301","18935","Nokia_7610_DEFAULT","DEFAULT","02","1","Symbian S60","-1","1","1","1","1","1","-1","0","-1","0","1","0","0","176","208","2.0","XHTML","1","text/calendar","image/jpeg","audio/3gpp","audio/mpegurl","application/vnd.oma.dd+xml","image/x-wmf","application/vnd.wap.wmlc","application/java-archive","audio/x-rmf","text/vnd.wap.wml","audio/amr","audio/aac","","1","MIDI","AMR","WAV","AAC","MP3","1","0","100000","1580","-1","-1","200406","-1","0","0","-1","bcd","-1","1","","","","","","","","","",""
